Timestamp,Temperature(C),Humidity(%)
2025-10-05 14:05:39,33.0,77.0
2025-10-05 14:05:40,33.0,76.0
2025-10-05 14:05:42,33.0,76.0
2025-10-05 14:05:43,33.0,76.0
2025-10-05 14:05:45,33.0,76.0
2025-10-05 14:05:46,33.0,76.0
2025-10-05 14:05:48,33.0,76.0
2025-10-05 14:05:50,33.0,76.0
2025-10-05 14:05:52,33.0,76.0
2025-10-05 14:05:53,33.0,76.0
2025-10-05 14:05:55,33.0,76.0
2025-10-05 14:05:56,33.0,76.0
2025-10-05 14:05:58,33.0,76.0
2025-10-05 14:05:59,33.0,76.0
2025-10-05 14:06:01,33.0,76.0
2025-10-05 14:06:02,33.0,76.0
2025-10-05 14:06:04,33.0,76.0
2025-10-05 14:06:05,33.0,76.0
2025-10-05 14:06:07,33.0,76.0
2025-10-05 14:06:08,33.0,76.0
2025-10-05 14:06:10,33.0,76.0
2025-10-05 14:06:11,33.0,76.0
2025-10-05 14:06:13,33.0,76.0
2025-10-05 14:06:14,33.0,76.0
2025-10-05 14:06:16,33.0,76.0
2025-10-05 14:06:17,33.0,76.0
2025-10-05 14:06:19,33.0,76.0
2025-10-05 14:06:20,33.0,76.0
2025-10-05 14:06:22,33.0,76.0
2025-10-05 14:06:24,33.0,76.0
2025-10-05 14:06:26,33.0,76.0
2025-10-05 14:06:27,33.0,76.0
2025-10-05 14:06:29,33.0,76.0
2025-10-05 14:06:30,33.0,76.0
2025-10-05 14:06:32,33.0,76.0
2025-10-05 14:06:33,33.0,76.0
2025-10-05 14:06:35,33.0,76.0
2025-10-05 14:06:36,33.0,76.0
